council,suburb,Adults - Obesity - ASR,Adults - Overweight/Obese - ASR,IGNORE,postcode,state,lng,lat,Individuals 2003-04,Median taxable income 2003-04,Average taxable income 2003-04,Individuals 2013-14,Median taxable income 2013-14,Average taxable income 2013-14,Individuals 2014-15,Median taxable income 2014-15,Average taxable income 2014-15,Individuals 2015-16,Median taxable income 2015-16,Average taxable income 2015-16,Individuals 2016-17,Median taxable income 2016-17,Average taxable income 2016-17,Individuals 2017-18,Median taxable income 2017-18,Average taxable income 2017-18,Individuals 2018-19,Median taxable income 2018-19,Average taxable income 2018-19,Individuals 2019-20,Median taxable income 2019-20,Average taxable income 2019-20,Individuals 2020-21,Median taxable income 2020-21,Average taxable income 2020-21,Individuals 2021-22,Median taxable income 2021-22,Average taxable income 2021-22,KFC Count,McDonald's Count,Hungry Jack's Count,council_y,sa4name,sed_name,Total Fast Food Count
Murrindindi,HOWQUA HILLS,32.7,69.8,2323.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,HOWQUA INLET,32.7,69.8,2324.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,JAMIESON,32.7,69.8,2325.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,KEVINGTON,32.7,69.8,2326.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,KNOCKWOOD,32.7,69.8,2327.0,3723.0,VIC,146.2594778,-37.42570709,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,MACS COVE,32.7,69.8,2328.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,MAINDAMPLE,32.7,69.8,2329.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,MATLOCK,32.7,69.8,2330.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,MERRIJIG,32.7,69.8,2331.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,MOUNT BULLER,32.7,69.8,2332.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,MOUNTAIN BAY,32.7,69.8,2333.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,NILLAHCOOTIE,32.7,69.8,2334.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,PIRIES,32.7,69.8,2335.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,SAWMILL SETTLEMENT,32.7,69.8,2336.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,TOLMIE,32.7,69.8,2337.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Murrindindi,WOODS POINT,32.7,69.8,2338.0,3723.0,VIC,146.256507,-36.894465,851,"19,649","24,701","1,414","28,078","36,140","1,451","28,838","39,565","1,501","28,826","41,161","1,583","30,649","50,025","1,650","32,792","43,078","1,697","33,280","44,185","1,694","35,192","47,861","1,710","39,513","58,297","1,781","40,176","55,208",0.0,0.0,0.0,Wellington,Latrobe - Gippsland,Ovens Valley (Northern Victoria),0.0
Greater Shepparton,BOXWOOD,34.4,68.8,2339.0,3725.0,VIC,145.937326,-36.414359,374,"20,639","25,134",345,"31,153","41,359",386,"30,392","41,098",356,"35,814","42,157",368,"35,495","41,882",374,"38,495","45,279",379,"39,448","46,043",382,"38,817","47,319",402,"42,489","56,134",420,"47,006","59,276",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Shepparton (Northern Victoria),0.0
Greater Shepparton,CHESNEY VALE,34.4,68.8,2340.0,3725.0,VIC,145.937326,-36.414359,374,"20,639","25,134",345,"31,153","41,359",386,"30,392","41,098",356,"35,814","42,157",368,"35,495","41,882",374,"38,495","45,279",379,"39,448","46,043",382,"38,817","47,319",402,"42,489","56,134",420,"47,006","59,276",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Shepparton (Northern Victoria),0.0
Greater Shepparton,GOORAMBAT,34.4,68.8,2341.0,3725.0,VIC,145.937326,-36.414359,374,"20,639","25,134",345,"31,153","41,359",386,"30,392","41,098",356,"35,814","42,157",368,"35,495","41,882",374,"38,495","45,279",379,"39,448","46,043",382,"38,817","47,319",402,"42,489","56,134",420,"47,006","59,276",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Shepparton (Northern Victoria),0.0
Greater Shepparton,MAJOR PLAINS,34.4,68.8,2342.0,3725.0,VIC,145.937326,-36.414359,374,"20,639","25,134",345,"31,153","41,359",386,"30,392","41,098",356,"35,814","42,157",368,"35,495","41,882",374,"38,495","45,279",379,"39,448","46,043",382,"38,817","47,319",402,"42,489","56,134",420,"47,006","59,276",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Shepparton (Northern Victoria),0.0
Greater Shepparton,STEWARTON,34.4,68.8,2343.0,3725.0,VIC,145.937326,-36.414359,374,"20,639","25,134",345,"31,153","41,359",386,"30,392","41,098",356,"35,814","42,157",368,"35,495","41,882",374,"38,495","45,279",379,"39,448","46,043",382,"38,817","47,319",402,"42,489","56,134",420,"47,006","59,276",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Shepparton (Northern Victoria),0.0
Benalla,BUNGEET,,,2344.0,3726.0,VIC,145.960209,-36.332254,276,"22,973","25,572",217,"30,414","36,538",221,"28,343","34,817",207,"26,610","32,335",207,"30,160","32,692",228,"28,778","34,409",221,"36,384","41,154",226,"32,066","37,907",232,"35,808","40,321",237,"36,602","44,485",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Euroa (Northern Victoria),0.0
Benalla,BUNGEET WEST,,,2345.0,3726.0,VIC,145.960209,-36.332254,276,"22,973","25,572",217,"30,414","36,538",221,"28,343","34,817",207,"26,610","32,335",207,"30,160","32,692",228,"28,778","34,409",221,"36,384","41,154",226,"32,066","37,907",232,"35,808","40,321",237,"36,602","44,485",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Euroa (Northern Victoria),0.0
Benalla,DEVENISH,,,2346.0,3726.0,VIC,145.960209,-36.332254,276,"22,973","25,572",217,"30,414","36,538",221,"28,343","34,817",207,"26,610","32,335",207,"30,160","32,692",228,"28,778","34,409",221,"36,384","41,154",226,"32,066","37,907",232,"35,808","40,321",237,"36,602","44,485",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Euroa (Northern Victoria),0.0
Benalla,THOONA,,,2347.0,3726.0,VIC,145.960209,-36.332254,276,"22,973","25,572",217,"30,414","36,538",221,"28,343","34,817",207,"26,610","32,335",207,"30,160","32,692",228,"28,778","34,409",221,"36,384","41,154",226,"32,066","37,907",232,"35,808","40,321",237,"36,602","44,485",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Euroa (Northern Victoria),0.0
Moira,ALMONDS,34.6,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moira,LAKE ROWAN,34.6,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moira,PELLUEBLA,34.6,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moira,ST JAMES,34.6,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moira,YUNDOOL,34.6,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moira,BOOMAHNOOMOONAH,34.6,70.2,2348.0,3728.0,VIC,145.959015,-36.148922,317,"19,935","23,969",317,"34,872","38,321",293,"35,629","40,521",316,"36,816","39,172",334,"33,703","37,004",344,"38,697","41,805",358,"37,048","41,490",361,"38,297","45,227",365,"41,925","46,693",373,"40,814","45,612",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,TUNGAMAH,34.6,70.2,2349.0,3728.0,VIC,145.959015,-36.148922,317,"19,935","23,969",317,"34,872","38,321",293,"35,629","40,521",316,"36,816","39,172",334,"33,703","37,004",344,"38,697","41,805",358,"37,048","41,490",361,"38,297","45,227",365,"41,925","46,693",373,"40,814","45,612",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,WILBY,34.6,70.2,2350.0,3728.0,VIC,145.959015,-36.148922,317,"19,935","23,969",317,"34,872","38,321",293,"35,629","40,521",316,"36,816","39,172",334,"33,703","37,004",344,"38,697","41,805",358,"37,048","41,490",361,"38,297","45,227",365,"41,925","46,693",373,"40,814","45,612",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,YOUARANG,34.6,70.2,2351.0,3728.0,VIC,145.959015,-36.148922,317,"19,935","23,969",317,"34,872","38,321",293,"35,629","40,521",316,"36,816","39,172",334,"33,703","37,004",344,"38,697","41,805",358,"37,048","41,490",361,"38,297","45,227",365,"41,925","46,693",373,"40,814","45,612",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,BATHUMI,34.6,70.2,2352.0,3730.0,VIC,145.974755,-36.051782,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,BOOSEY,34.6,70.2,2353.0,3730.0,VIC,145.974755,-36.051782,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,BUNDALONG,34.6,70.2,2354.0,3730.0,VIC,145.974755,-36.051782,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,BUNDALONG SOUTH,34.6,70.2,2355.0,3730.0,VIC,145.974755,-36.051782,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,BURRAMINE,34.6,70.2,2356.0,3730.0,VIC,145.882739,-36.00973295,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,BURRAMINE SOUTH,34.6,70.2,2357.0,3730.0,VIC,145.856688,-36.07318482,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,ESMOND,34.6,70.2,2358.0,3730.0,VIC,145.974755,-36.051782,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,TELFORD,34.6,70.2,2359.0,3730.0,VIC,145.974755,-36.051782,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Moira,YARRAWONGA,34.6,70.2,2360.0,3730.0,VIC,145.974755,-36.051782,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",1.0,1.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),2.0
Moira,YARRAWONGA SOUTH,34.6,70.2,2361.0,3730.0,VIC,145.974755,-36.051782,"3,904","23,853","28,501","4,435","35,534","44,277","4,531","35,556","42,928","4,628","36,385","43,661","4,829","36,720","44,504","4,920","38,759","46,918","5,081","39,749","48,748","5,185","40,983","51,272","5,343","44,990","55,713","5,503","45,855","57,721",0.0,0.0,0.0,Moira,Shepparton,Ovens Valley (Northern Victoria),0.0
Wangaratta,MOYHU,32.6,67.7,2362.0,3732.0,VIC,146.313751,-36.686814,418,"20,910","24,734",359,"28,563","36,600",357,"29,753","38,755",349,"31,286","39,584",358,"30,650","38,748",361,"33,191","38,974",379,"29,446","41,535",399,"31,831","39,957",418,"38,094","43,951",415,"40,675","53,255",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,MYRRHEE,32.6,67.7,2363.0,3732.0,VIC,146.313751,-36.686814,418,"20,910","24,734",359,"28,563","36,600",357,"29,753","38,755",349,"31,286","39,584",358,"30,650","38,748",361,"33,191","38,974",379,"29,446","41,535",399,"31,831","39,957",418,"38,094","43,951",415,"40,675","53,255",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,WHITFIELD,32.6,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wangaratta,BOWMANS FOREST,32.6,67.7,2364.0,3735.0,VIC,146.603574,-36.515712,439,"22,417","26,897",436,"31,164","38,198",417,"33,922","39,969",410,"35,767","40,797",426,"38,001","41,647",418,"38,715","44,629",414,"40,492","45,839",434,"43,875","48,941",451,"45,717","52,910",447,"49,920","58,700",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,WHOROULY,32.6,67.7,2365.0,3735.0,VIC,146.603574,-36.515712,439,"22,417","26,897",436,"31,164","38,198",417,"33,922","39,969",410,"35,767","40,797",426,"38,001","41,647",418,"38,715","44,629",414,"40,492","45,839",434,"43,875","48,941",451,"45,717","52,910",447,"49,920","58,700",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,WHOROULY EAST,32.6,67.7,2366.0,3735.0,VIC,146.603574,-36.515712,439,"22,417","26,897",436,"31,164","38,198",417,"33,922","39,969",410,"35,767","40,797",426,"38,001","41,647",418,"38,715","44,629",414,"40,492","45,839",434,"43,875","48,941",451,"45,717","52,910",447,"49,920","58,700",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,WHOROULY SOUTH,32.6,67.7,2367.0,3735.0,VIC,146.603574,-36.515712,439,"22,417","26,897",436,"31,164","38,198",417,"33,922","39,969",410,"35,767","40,797",426,"38,001","41,647",418,"38,715","44,629",414,"40,492","45,839",434,"43,875","48,941",451,"45,717","52,910",447,"49,920","58,700",0.0,0.0,0.0,Wangaratta - Benalla,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,MYRTLEFORD,32.6,67.7,2378.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,,0.0
Wangaratta,ABBEYARD,32.6,67.7,2368.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,BARWIDGEE,32.6,67.7,2369.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,BUFFALO RIVER,32.6,67.7,2370.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,DANDONGADALE,32.6,67.7,2371.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,GAPSTED,32.6,67.7,2372.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,HAVILAH,32.6,67.7,2373.0,3737.0,VIC,146.8967591,-36.623195,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,HAVILLAH,32.6,67.7,2374.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,MERRIANG,32.6,67.7,2375.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,MERRIANG SOUTH,32.6,67.7,2376.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,MUDGEGONGA,32.6,67.7,2377.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,NUG NUG,32.6,67.7,2379.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,ROSEWHITE,32.6,67.7,2380.0,3737.0,VIC,146.82759,-36.554037,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,SELWYN,32.6,67.7,2381.0,3737.0,VIC,146.9999008,-37.06713454,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Wangaratta,WONNANGATTA,32.6,67.7,2382.0,3737.0,VIC,146.8156764,-37.13823976,"2,874","25,235","27,778","2,461","34,850","40,641","2,488","35,539","41,737","2,535","36,645","42,404","2,569","36,911","43,344","2,623","38,290","45,389","2,683","40,891","47,077","2,716","41,646","48,652","2,756","44,956","52,469","2,777","45,849","55,287",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
Alpine,OVENS,34.1,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,EUROBIN,34.1,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,BUCKLAND,34.1,70.2,2383.0,3740.0,VIC,146.834561,-36.731686,586,"20,384","24,299",562,"35,845","40,545",591,"36,510","40,242",607,"33,993","42,013",648,"36,991","43,003",686,"39,710","49,528",701,"40,714","46,514",713,"42,999","51,012",741,"44,660","54,626",755,"45,984","55,772",0.0,0.0,0.0,Wodonga - Alpine,Hume,Ovens Valley (Northern Victoria),0.0
